D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_15_m_wooden_dummy_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_wooden_dummy,1:1; no crop,AREA_15_IMAGES_OUTPUT/CAST/002_m_wooden_dummy_s_mon_wooden_dummy_CAST_F00.png|AREA_15_IMAGES_OUTPUT/CAST/002_m_wooden_dummy_s_mon_wooden_dummy_CAST_F01.png|AREA_15_IMAGES_OUTPUT/CAST/002_m_wooden_dummy_s_mon_wooden_dummy_CAST_F02.png|AREA_15_IMAGES_OUTPUT/CAST/002_m_wooden_dummy_s_mon_wooden_dummy_CAST_F03.png|AREA_15_IMAGES_OUTPUT/CAST/002_m_wooden_dummy_s_mon_wooden_dummy_CAST_F04.png|AREA_15_IMAGES_OUTPUT/CAST/002_m_wooden_dummy_s_mon_wooden_dummy_CAST_F05.png|AREA_15_IMAGES_OUTPUT/CAST/002_m_wooden_dummy_s_mon_wooden_dummy_CAST_F06.png|AREA_15_IMAGES_OUTPUT/CAST/002_m_wooden_dummy_s_mon_wooden_dummy_CAST_F07.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_15_m_peach_monkey_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_peach_monkey,1:1; no crop,AREA_15_IMAGES_OUTPUT/CAST/003_m_peach_monkey_s_mon_peach_monkey_CAST_F00.png|AREA_15_IMAGES_OUTPUT/CAST/003_m_peach_monkey_s_mon_peach_monkey_CAST_F01.png|AREA_15_IMAGES_OUTPUT/CAST/003_m_peach_monkey_s_mon_peach_monkey_CAST_F02.png|AREA_15_IMAGES_OUTPUT/CAST/003_m_peach_monkey_s_mon_peach_monkey_CAST_F03.png|AREA_15_IMAGES_OUTPUT/CAST/003_m_peach_monkey_s_mon_peach_monkey_CAST_F04.png|AREA_15_IMAGES_OUTPUT/CAST/003_m_peach_monkey_s_mon_peach_monkey_CAST_F05.png|AREA_15_IMAGES_OUTPUT/CAST/003_m_peach_monkey_s_mon_peach_monkey_CAST_F06.png|AREA_15_IMAGES_OUTPUT/CAST/003_m_peach_monkey_s_mon_peach_monkey_CAST_F07.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_15_m_peach_monkey_PROJECTILE_NATIVE.png,PROJECTILE_WITH_AREA00,m_peach_monkey,1:1; no crop,AREA_15_IMAGES_OUTPUT/PROJECTILE/003_m_peach_monkey_s_mon_peach_monkey_PROJECTILE_F00.png|AREA_15_IMAGES_OUTPUT/PROJECTILE/003_m_peach_monkey_s_mon_peach_monkey_PROJECTILE_F01.png|AREA_15_IMAGES_OUTPUT/PROJECTILE/003_m_peach_monkey_s_mon_peach_monkey_PROJECTILE_F02.png|AREA_15_IMAGES_OUTPUT/PROJECTILE/003_m_peach_monkey_s_mon_peach_monkey_PROJECTILE_F03.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_15_m_blue_flower_serpent_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_blue_flower_serpent,1:1; no crop,AREA_15_IMAGES_OUTPUT/REFERENCE/004_m_blue_flower_serpent_s_mon_blue_flower_serpent_REFERENCE_F00.png|AREA_15_IMAGES_OUTPUT/REFERENCE/004_m_blue_flower_serpent_s_mon_blue_flower_serpent_REFERENCE_F01.png|AREA_15_IMAGES_OUTPUT/REFERENCE/004_m_blue_flower_serpent_s_mon_blue_flower_serpent_REFERENCE_F02.png|AREA_15_IMAGES_OUTPUT/REFERENCE/004_m_blue_flower_serpent_s_mon_blue_flower_serpent_REFERENCE_F03.png|AREA_15_IMAGES_OUTPUT/REFERENCE/004_m_blue_flower_serpent_s_mon_blue_flower_serpent_REFERENCE_F04.png|AREA_15_IMAGES_OUTPUT/REFERENCE/004_m_blue_flower_serpent_s_mon_blue_flower_serpent_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_15_m_tae_roon_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_tae_roon,1:1; no crop,AREA_15_IMAGES_OUTPUT/CAST/005_m_tae_roon_s_mon_tae_roon_CAST_F00.png|AREA_15_IMAGES_OUTPUT/CAST/005_m_tae_roon_s_mon_tae_roon_CAST_F01.png|AREA_15_IMAGES_OUTPUT/CAST/005_m_tae_roon_s_mon_tae_roon_CAST_F02.png|AREA_15_IMAGES_OUTPUT/CAST/005_m_tae_roon_s_mon_tae_roon_CAST_F03.png|AREA_15_IMAGES_OUTPUT/CAST/005_m_tae_roon_s_mon_tae_roon_CAST_F04.png|AREA_15_IMAGES_OUTPUT/CAST/005_m_tae_roon_s_mon_tae_roon_CAST_F05.png|AREA_15_IMAGES_OUTPUT/CAST/005_m_tae_roon_s_mon_tae_roon_CAST_F06.png|AREA_15_IMAGES_OUTPUT/CAST/005_m_tae_roon_s_mon_tae_roon_CAST_F07.png|AREA_15_IMAGES_OUTPUT/CAST/005_m_tae_roon_s_mon_tae_roon_CAST_F08.png|AREA_15_IMAGES_OUTPUT/CAST/005_m_tae_roon_s_mon_tae_roon_CAST_F09.png|AREA_15_IMAGES_OUTPUT/CAST/005_m_tae_roon_s_mon_tae_roon_CAST_F10.png|AREA_15_IMAGES_OUTPUT/CAST/005_m_tae_roon_s_mon_tae_roon_CAST_F11.png,m_mano_마노
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_15_m_tae_roon_PROJECTILE_NATIVE.png,PROJECTILE_WITH_AREA00,m_tae_roon,1:1; no crop,AREA_15_IMAGES_OUTPUT/PROJECTILE/005_m_tae_roon_s_mon_tae_roon_PROJECTILE_F00.png|AREA_15_IMAGES_OUTPUT/PROJECTILE/005_m_tae_roon_s_mon_tae_roon_PROJECTILE_F01.png|AREA_15_IMAGES_OUTPUT/PROJECTILE/005_m_tae_roon_s_mon_tae_roon_PROJECTILE_F02.png|AREA_15_IMAGES_OUTPUT/PROJECTILE/005_m_tae_roon_s_mon_tae_roon_PROJECTILE_F03.png,m_mano_마노
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_16_m_harp_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_harp,1:1; no crop,AREA_16_IMAGES_OUTPUT/REFERENCE/001_m_harp_s_mon_harp_REFERENCE_F00.png|AREA_16_IMAGES_OUTPUT/REFERENCE/001_m_harp_s_mon_harp_REFERENCE_F01.png|AREA_16_IMAGES_OUTPUT/REFERENCE/001_m_harp_s_mon_harp_REFERENCE_F02.png|AREA_16_IMAGES_OUTPUT/REFERENCE/001_m_harp_s_mon_harp_REFERENCE_F03.png|AREA_16_IMAGES_OUTPUT/REFERENCE/001_m_harp_s_mon_harp_REFERENCE_F04.png|AREA_16_IMAGES_OUTPUT/REFERENCE/001_m_harp_s_mon_harp_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_16_m_blood_harp_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_blood_harp,1:1; no crop,AREA_16_IMAGES_OUTPUT/CAST/002_m_blood_harp_s_mon_blood_harp_CAST_F00.png|AREA_16_IMAGES_OUTPUT/CAST/002_m_blood_harp_s_mon_blood_harp_CAST_F01.png|AREA_16_IMAGES_OUTPUT/CAST/002_m_blood_harp_s_mon_blood_harp_CAST_F02.png|AREA_16_IMAGES_OUTPUT/CAST/002_m_blood_harp_s_mon_blood_harp_CAST_F03.png|AREA_16_IMAGES_OUTPUT/CAST/002_m_blood_harp_s_mon_blood_harp_CAST_F04.png|AREA_16_IMAGES_OUTPUT/CAST/002_m_blood_harp_s_mon_blood_harp_CAST_F05.png|AREA_16_IMAGES_OUTPUT/CAST/002_m_blood_harp_s_mon_blood_harp_CAST_F06.png|AREA_16_IMAGES_OUTPUT/CAST/002_m_blood_harp_s_mon_blood_harp_CAST_F07.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_16_m_blue_wyvern_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_blue_wyvern,1:1; no crop,AREA_16_IMAGES_OUTPUT/CAST/003_m_blue_wyvern_s_mon_blue_wyvern_CAST_F00.png|AREA_16_IMAGES_OUTPUT/CAST/003_m_blue_wyvern_s_mon_blue_wyvern_CAST_F01.png|AREA_16_IMAGES_OUTPUT/CAST/003_m_blue_wyvern_s_mon_blue_wyvern_CAST_F02.png|AREA_16_IMAGES_OUTPUT/CAST/003_m_blue_wyvern_s_mon_blue_wyvern_CAST_F03.png|AREA_16_IMAGES_OUTPUT/CAST/003_m_blue_wyvern_s_mon_blue_wyvern_CAST_F04.png|AREA_16_IMAGES_OUTPUT/CAST/003_m_blue_wyvern_s_mon_blue_wyvern_CAST_F05.png|AREA_16_IMAGES_OUTPUT/CAST/003_m_blue_wyvern_s_mon_blue_wyvern_CAST_F06.png|AREA_16_IMAGES_OUTPUT/CAST/003_m_blue_wyvern_s_mon_blue_wyvern_CAST_F07.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_16_m_dark_wyvern_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_dark_wyvern,1:1; no crop,AREA_16_IMAGES_OUTPUT/REFERENCE/004_m_dark_wyvern_s_mon_dark_wyvern_REFERENCE_F00.png|AREA_16_IMAGES_OUTPUT/REFERENCE/004_m_dark_wyvern_s_mon_dark_wyvern_REFERENCE_F01.png|AREA_16_IMAGES_OUTPUT/REFERENCE/004_m_dark_wyvern_s_mon_dark_wyvern_REFERENCE_F02.png|AREA_16_IMAGES_OUTPUT/REFERENCE/004_m_dark_wyvern_s_mon_dark_wyvern_REFERENCE_F03.png|AREA_16_IMAGES_OUTPUT/REFERENCE/004_m_dark_wyvern_s_mon_dark_wyvern_REFERENCE_F04.png|AREA_16_IMAGES_OUTPUT/REFERENCE/004_m_dark_wyvern_s_mon_dark_wyvern_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_16_m_manon_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_manon,1:1; no crop,AREA_16_IMAGES_OUTPUT/CAST/005_m_manon_s_mon_manon_CAST_F00.png|AREA_16_IMAGES_OUTPUT/CAST/005_m_manon_s_mon_manon_CAST_F01.png|AREA_16_IMAGES_OUTPUT/CAST/005_m_manon_s_mon_manon_CAST_F02.png|AREA_16_IMAGES_OUTPUT/CAST/005_m_manon_s_mon_manon_CAST_F03.png|AREA_16_IMAGES_OUTPUT/CAST/005_m_manon_s_mon_manon_CAST_F04.png|AREA_16_IMAGES_OUTPUT/CAST/005_m_manon_s_mon_manon_CAST_F05.png|AREA_16_IMAGES_OUTPUT/CAST/005_m_manon_s_mon_manon_CAST_F06.png|AREA_16_IMAGES_OUTPUT/CAST/005_m_manon_s_mon_manon_CAST_F07.png|AREA_16_IMAGES_OUTPUT/CAST/005_m_manon_s_mon_manon_CAST_F08.png|AREA_16_IMAGES_OUTPUT/CAST/005_m_manon_s_mon_manon_CAST_F09.png|AREA_16_IMAGES_OUTPUT/CAST/005_m_manon_s_mon_manon_CAST_F10.png|AREA_16_IMAGES_OUTPUT/CAST/005_m_manon_s_mon_manon_CAST_F11.png,m_mano_마노
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_17_m_memory_monk_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_memory_monk,1:1; no crop,AREA_17_IMAGES_OUTPUT/REFERENCE/001_m_memory_monk_s_mon_memory_monk_REFERENCE_F00.png|AREA_17_IMAGES_OUTPUT/REFERENCE/001_m_memory_monk_s_mon_memory_monk_REFERENCE_F01.png|AREA_17_IMAGES_OUTPUT/REFERENCE/001_m_memory_monk_s_mon_memory_monk_REFERENCE_F02.png|AREA_17_IMAGES_OUTPUT/REFERENCE/001_m_memory_monk_s_mon_memory_monk_REFERENCE_F03.png|AREA_17_IMAGES_OUTPUT/REFERENCE/001_m_memory_monk_s_mon_memory_monk_REFERENCE_F04.png|AREA_17_IMAGES_OUTPUT/REFERENCE/001_m_memory_monk_s_mon_memory_monk_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_17_m_memory_monk_trainee_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_memory_monk_trainee,1:1; no crop,AREA_17_IMAGES_OUTPUT/CAST/002_m_memory_monk_trainee_s_mon_memory_monk_trainee_CAST_F00.png|AREA_17_IMAGES_OUTPUT/CAST/002_m_memory_monk_trainee_s_mon_memory_monk_trainee_CAST_F01.png|AREA_17_IMAGES_OUTPUT/CAST/002_m_memory_monk_trainee_s_mon_memory_monk_trainee_CAST_F02.png|AREA_17_IMAGES_OUTPUT/CAST/002_m_memory_monk_trainee_s_mon_memory_monk_trainee_CAST_F03.png|AREA_17_IMAGES_OUTPUT/CAST/002_m_memory_monk_trainee_s_mon_memory_monk_trainee_CAST_F04.png|AREA_17_IMAGES_OUTPUT/CAST/002_m_memory_monk_trainee_s_mon_memory_monk_trainee_CAST_F05.png|AREA_17_IMAGES_OUTPUT/CAST/002_m_memory_monk_trainee_s_mon_memory_monk_trainee_CAST_F06.png|AREA_17_IMAGES_OUTPUT/CAST/002_m_memory_monk_trainee_s_mon_memory_monk_trainee_CAST_F07.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_17_m_memory_guardian_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_memory_guardian,1:1; no crop,AREA_17_IMAGES_OUTPUT/REFERENCE/003_m_memory_guardian_s_mon_memory_guardian_REFERENCE_F00.png|AREA_17_IMAGES_OUTPUT/REFERENCE/003_m_memory_guardian_s_mon_memory_guardian_REFERENCE_F01.png|AREA_17_IMAGES_OUTPUT/REFERENCE/003_m_memory_guardian_s_mon_memory_guardian_REFERENCE_F02.png|AREA_17_IMAGES_OUTPUT/REFERENCE/003_m_memory_guardian_s_mon_memory_guardian_REFERENCE_F03.png|AREA_17_IMAGES_OUTPUT/REFERENCE/003_m_memory_guardian_s_mon_memory_guardian_REFERENCE_F04.png|AREA_17_IMAGES_OUTPUT/REFERENCE/003_m_memory_guardian_s_mon_memory_guardian_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_17_m_chief_memory_guardian_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_chief_memory_guardian,1:1; no crop,AREA_17_IMAGES_OUTPUT/CAST/004_m_chief_memory_guardian_s_mon_chief_memory_guardian_CAST_F00.png|AREA_17_IMAGES_OUTPUT/CAST/004_m_chief_memory_guardian_s_mon_chief_memory_guardian_CAST_F01.png|AREA_17_IMAGES_OUTPUT/CAST/004_m_chief_memory_guardian_s_mon_chief_memory_guardian_CAST_F02.png|AREA_17_IMAGES_OUTPUT/CAST/004_m_chief_memory_guardian_s_mon_chief_memory_guardian_CAST_F03.png|AREA_17_IMAGES_OUTPUT/CAST/004_m_chief_memory_guardian_s_mon_chief_memory_guardian_CAST_F04.png|AREA_17_IMAGES_OUTPUT/CAST/004_m_chief_memory_guardian_s_mon_chief_memory_guardian_CAST_F05.png|AREA_17_IMAGES_OUTPUT/CAST/004_m_chief_memory_guardian_s_mon_chief_memory_guardian_CAST_F06.png|AREA_17_IMAGES_OUTPUT/CAST/004_m_chief_memory_guardian_s_mon_chief_memory_guardian_CAST_F07.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_17_m_dodo_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_dodo,1:1; no crop,AREA_17_IMAGES_OUTPUT/CAST/005_m_dodo_s_mon_dodo_CAST_F00.png|AREA_17_IMAGES_OUTPUT/CAST/005_m_dodo_s_mon_dodo_CAST_F01.png|AREA_17_IMAGES_OUTPUT/CAST/005_m_dodo_s_mon_dodo_CAST_F02.png|AREA_17_IMAGES_OUTPUT/CAST/005_m_dodo_s_mon_dodo_CAST_F03.png|AREA_17_IMAGES_OUTPUT/CAST/005_m_dodo_s_mon_dodo_CAST_F04.png|AREA_17_IMAGES_OUTPUT/CAST/005_m_dodo_s_mon_dodo_CAST_F05.png|AREA_17_IMAGES_OUTPUT/CAST/005_m_dodo_s_mon_dodo_CAST_F06.png|AREA_17_IMAGES_OUTPUT/CAST/005_m_dodo_s_mon_dodo_CAST_F07.png|AREA_17_IMAGES_OUTPUT/CAST/005_m_dodo_s_mon_dodo_CAST_F08.png|AREA_17_IMAGES_OUTPUT/CAST/005_m_dodo_s_mon_dodo_CAST_F09.png|AREA_17_IMAGES_OUTPUT/CAST/005_m_dodo_s_mon_dodo_CAST_F10.png|AREA_17_IMAGES_OUTPUT/CAST/005_m_dodo_s_mon_dodo_CAST_F11.png,m_mano_마노
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_17_m_dodo_PROJECTILE_NATIVE.png,PROJECTILE_WITH_AREA00,m_dodo,1:1; no crop,AREA_17_IMAGES_OUTPUT/PROJECTILE/005_m_dodo_s_mon_dodo_PROJECTILE_F00.png|AREA_17_IMAGES_OUTPUT/PROJECTILE/005_m_dodo_s_mon_dodo_PROJECTILE_F01.png|AREA_17_IMAGES_OUTPUT/PROJECTILE/005_m_dodo_s_mon_dodo_PROJECTILE_F02.png|AREA_17_IMAGES_OUTPUT/PROJECTILE/005_m_dodo_s_mon_dodo_PROJECTILE_F03.png,m_mano_마노
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_18_m_mateon_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_mateon,1:1; no crop,AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F00.png|AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F01.png|AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F02.png|AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F03.png|AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F04.png|AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F05.png|AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F06.png|AREA_18_IMAGES_OUTPUT/CAST/001_m_mateon_s_mon_mateon_CAST_F07.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_18_m_mateon_PROJECTILE_NATIVE.png,PROJECTILE_WITH_AREA00,m_mateon,1:1; no crop,AREA_18_IMAGES_OUTPUT/PROJECTILE/001_m_mateon_s_mon_mateon_PROJECTILE_F00.png|AREA_18_IMAGES_OUTPUT/PROJECTILE/001_m_mateon_s_mon_mateon_PROJECTILE_F01.png|AREA_18_IMAGES_OUTPUT/PROJECTILE/001_m_mateon_s_mon_mateon_PROJECTILE_F02.png|AREA_18_IMAGES_OUTPUT/PROJECTILE/001_m_mateon_s_mon_mateon_PROJECTILE_F03.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_18_m_plateon_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_plateon,1:1; no crop,AREA_18_IMAGES_OUTPUT/REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F00.png|AREA_18_IMAGES_OUTPUT/REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F01.png|AREA_18_IMAGES_OUTPUT/REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F02.png|AREA_18_IMAGES_OUTPUT/REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F03.png|AREA_18_IMAGES_OUTPUT/REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F04.png|AREA_18_IMAGES_OUTPUT/REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_18_m_mecateon_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_mecateon,1:1; no crop,AREA_18_IMAGES_OUTPUT/CAST/003_m_mecateon_s_mon_mecateon_CAST_F00.png|AREA_18_IMAGES_OUTPUT/CAST/003_m_mecateon_s_mon_mecateon_CAST_F01.png|AREA_18_IMAGES_OUTPUT/CAST/003_m_mecateon_s_mon_mecateon_CAST_F02.png|AREA_18_IMAGES_OUTPUT/CAST/003_m_mecateon_s_mon_mecateon_CAST_F03.png|AREA_18_IMAGES_OUTPUT/CAST/003_m_mecateon_s_mon_mecateon_CAST_F04.png|AREA_18_IMAGES_OUTPUT/CAST/003_m_mecateon_s_mon_mecateon_CAST_F05.png|AREA_18_IMAGES_OUTPUT/CAST/003_m_mecateon_s_mon_mecateon_CAST_F06.png|AREA_18_IMAGES_OUTPUT/CAST/003_m_mecateon_s_mon_mecateon_CAST_F07.png,m_slime_슬라임
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_18_m_chief_gray_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_chief_gray,1:1; no crop,AREA_18_IMAGES_OUTPUT/REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F00.png|AREA_18_IMAGES_OUTPUT/REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F01.png|AREA_18_IMAGES_OUTPUT/REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F02.png|AREA_18_IMAGES_OUTPUT/REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F03.png|AREA_18_IMAGES_OUTPUT/REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F04.png|AREA_18_IMAGES_OUTPUT/REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_18_m_zeno_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_zeno,1:1; no crop,AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F00.png|AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F01.png|AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F02.png|AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F03.png|AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F04.png|AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F05.png|AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F06.png|AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F07.png|AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F08.png|AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F09.png|AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F10.png|AREA_18_IMAGES_OUTPUT/CAST/005_m_zeno_s_mon_zeno_CAST_F11.png,m_mano_마노
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_19_m_official_knight_c_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_official_knight_c,1:1; no crop,AREA_19_IMAGES_OUTPUT/CAST/001_m_official_knight_c_s_mon_official_knight_c_CAST_F00.png|AREA_19_IMAGES_OUTPUT/CAST/001_m_official_knight_c_s_mon_official_knight_c_CAST_F01.png|AREA_19_IMAGES_OUTPUT/CAST/001_m_official_knight_c_s_mon_official_knight_c_CAST_F02.png|AREA_19_IMAGES_OUTPUT/CAST/001_m_official_knight_c_s_mon_official_knight_c_CAST_F03.png|AREA_19_IMAGES_OUTPUT/CAST/001_m_official_knight_c_s_mon_official_knight_c_CAST_F04.png|AREA_19_IMAGES_OUTPUT/CAST/001_m_official_knight_c_s_mon_official_knight_c_CAST_F05.png|AREA_19_IMAGES_OUTPUT/CAST/001_m_official_knight_c_s_mon_official_knight_c_CAST_F06.png|AREA_19_IMAGES_OUTPUT/CAST/001_m_official_knight_c_s_mon_official_knight_c_CAST_F07.png,m_slime_슬라임
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_19_m_official_knight_d_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_official_knight_d,1:1; no crop,AREA_19_IMAGES_OUTPUT/REFERENCE/002_m_official_knight_d_s_mon_official_knight_d_REFERENCE_F00.png|AREA_19_IMAGES_OUTPUT/REFERENCE/002_m_official_knight_d_s_mon_official_knight_d_REFERENCE_F01.png|AREA_19_IMAGES_OUTPUT/REFERENCE/002_m_official_knight_d_s_mon_official_knight_d_REFERENCE_F02.png|AREA_19_IMAGES_OUTPUT/REFERENCE/002_m_official_knight_d_s_mon_official_knight_d_REFERENCE_F03.png|AREA_19_IMAGES_OUTPUT/REFERENCE/002_m_official_knight_d_s_mon_official_knight_d_REFERENCE_F04.png|AREA_19_IMAGES_OUTPUT/REFERENCE/002_m_official_knight_d_s_mon_official_knight_d_REFERENCE_F05.png,m_blue_snail_파란_달팽이
